nss_state_name,nss_district_code,district_name,spei_state_name,spei_district_code,nss_state_code,NSS_code,nss_district_code19
Bihar,20,begusarai,BIHAR,458,10,101,1020
Bihar,22,bhagalpur,BIHAR,460,10,102,1022
Bihar,29,bhojpur,BIHAR,463,10,102,1029
Bihar,30,buxar,BIHAR,467,10,102,1030
Bihar,13,darbhanga,BIHAR,472,10,101,1013
Bihar,2,east champaran,BIHAR,568,10,101,1002
Bihar,34,gaya,BIHAR,486,10,102,1034
Bihar,15,gopalganj,BIHAR,488,10,101,1015
Bihar,36,jamui,BIHAR,502,10,102,1036
Bihar,37,jehanabad,BIHAR,497,10,102,1037
Bihar,31,kaimur,BIHAR,459,10,102,1031
Bihar,10,katihar,BIHAR,509,10,101,1010
Bihar,21,khagaria,BIHAR,510,10,101,1021
Bihar,8,kishanganj,BIHAR,515,10,101,1008
Bihar,25,lakhisarai,BIHAR,522,10,102,1025
Bihar,11,madhepura,BIHAR,527,10,101,1011
Bihar,5,madhubani,BIHAR,528,10,101,1005
Bihar,24,munger,BIHAR,540,10,102,1024
Bihar,14,muzaffarpur,BIHAR,542,10,101,1014
Bihar,27,nalanda,BIHAR,545,10,102,1027
Bihar,35,nawada,BIHAR,550,10,102,1035
Bihar,1,pashchim champaran,BIHAR,561,10,101,1001
Bihar,28,patna,BIHAR,565,10,102,1028
Bihar,9,purnia,BIHAR,569,10,101,1009
Bihar,32,rohtas,BIHAR,576,10,102,1032
Bihar,12,saharsa,BIHAR,578,10,101,1012
Bihar,19,samastipur,BIHAR,579,10,101,1019
Bihar,17,saran,BIHAR,582,10,101,1017
